Feature,clusternum,cluster_name
Cytoplasm_RadialDistribution_FracAtD_AGP_4of4,847,Cytoplasm_RadialDistribution_FracAtD_AGP_3of4
Cytoplasm_RadialDistribution_FracAtD_BODIPYRNA_1of4,120,Cytoplasm_AreaShape_Compactness
Cytoplasm_RadialDistribution_FracAtD_BODIPYRNA_2of4,120,Cytoplasm_AreaShape_Compactness
Cytoplasm_RadialDistribution_FracAtD_BODIPYRNA_3of4,120,Cytoplasm_AreaShape_Compactness
Cytoplasm_RadialDistribution_FracAtD_BODIPYRNA_4of4,120,Cytoplasm_AreaShape_Compactness
Cytoplasm_RadialDistribution_FracAtD_DNA_1of4,106,Cells_AreaShape_Area
Cytoplasm_RadialDistribution_FracAtD_DNA_2of4,106,Cells_AreaShape_Area
Cytoplasm_RadialDistribution_FracAtD_DNA_3of4,106,Cells_AreaShape_Area
Cytoplasm_RadialDistribution_FracAtD_DNA_4of4,106,Cells_AreaShape_Area
Cytoplasm_RadialDistribution_FracAtD_Mito_1of4,706,Cytoplasm_RadialDistribution_FracAtD_Mito_1of4
Cytoplasm_RadialDistribution_FracAtD_Mito_2of4,706,Cytoplasm_RadialDistribution_FracAtD_Mito_1of4
Cytoplasm_RadialDistribution_FracAtD_Mito_3of4,706,Cytoplasm_RadialDistribution_FracAtD_Mito_1of4
Cytoplasm_RadialDistribution_FracAtD_Mito_4of4,706,Cytoplasm_RadialDistribution_FracAtD_Mito_1of4
Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,316,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4
Cytoplasm_RadialDistribution_MeanFrac_AGP_2of4,317,Cytoplasm_RadialDistribution_MeanFrac_AGP_2of4
Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4,828,Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4
Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4,850,Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4
Cytoplasm_RadialDistribution_MeanFrac_BODIPYRNA_1of4,168,Cells_Granularity_1_AGP
Cytoplasm_RadialDistribution_MeanFrac_BODIPYRNA_2of4,168,Cells_Granularity_1_AGP
Cytoplasm_RadialDistribution_MeanFrac_BODIPYRNA_3of4,168,Cells_Granularity_1_AGP
Cytoplasm_RadialDistribution_MeanFrac_BODIPYRNA_4of4,168,Cells_Granularity_1_AGP
Cytoplasm_RadialDistribution_MeanFrac_DNA_1of4,104,Cells_AreaShape_MajorAxisLength
Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,104,Cells_AreaShape_MajorAxisLength
Cytoplasm_RadialDistribution_MeanFrac_DNA_3of4,104,Cells_AreaShape_MajorAxisLength
Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4,104,Cells_AreaShape_MajorAxisLength
Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4,553,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4
Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4,553,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4
Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,553,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4
Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4,553,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4
Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,299,Cells_RadialDistribution_RadialCV_AGP_1of4
Cytoplasm_RadialDistribution_RadialCV_AGP_2of4,302,Cells_Granularity_4_AGP
Cytoplasm_RadialDistribution_RadialCV_AGP_3of4,303,Cells_RadialDistribution_MeanFrac_AGP_3of4
Cytoplasm_RadialDistribution_RadialCV_AGP_4of4,479,Cells_Correlation_Correlation_AGP_BODIPYRNA
Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_1of4,147,Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_1of4
Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_2of4,147,Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_1of4
Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_3of4,147,Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_1of4
Cytoplasm_RadialDistribution_RadialCV_BODIPYRNA_4of4,167,Cells_RadialDistribution_RadialCV_BODIPYRNA_4of4
Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,148,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4
Cytoplasm_RadialDistribution_RadialCV_DNA_2of4,528,Cytoplasm_RadialDistribution_RadialCV_DNA_2of4
Cytoplasm_RadialDistribution_RadialCV_DNA_3of4,328,Cytoplasm_Granularity_2_BODIPYRNA
Cytoplasm_RadialDistribution_RadialCV_DNA_4of4,210,Cells_RadialDistribution_RadialCV_DNA_4of4
Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,167,Cells_RadialDistribution_RadialCV_BODIPYRNA_4of4
Cytoplasm_RadialDistribution_RadialCV_Mito_2of4,167,Cells_RadialDistribution_RadialCV_BODIPYRNA_4of4
Cytoplasm_RadialDistribution_RadialCV_Mito_3of4,168,Cells_Granularity_1_AGP
Cytoplasm_RadialDistribution_RadialCV_Mito_4of4,168,Cells_Granularity_1_AGP
Cytoplasm_Texture_AngularSecondMoment_AGP_10_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_10_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_10_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_10_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_20_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_20_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_20_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_20_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_5_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_5_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_5_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_AGP_5_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_00_256,469,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_01_256,469,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_02_256,469,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_03_256,469,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_00_256,472,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_01_256,473,Cells_Texture_AngularSecondMoment_BODIPYRNA_20_01_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_02_256,472,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_03_256,469,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_00_256,471,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_01_256,472,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_00_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_02_256,470,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_02_256
Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_03_256,472,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256,751,Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_10_01_256,752,Cytoplasm_Texture_AngularSecondMoment_DNA_10_01_256
Cytoplasm_Texture_AngularSecondMoment_DNA_10_02_256,751,Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_10_03_256,752,Cytoplasm_Texture_AngularSecondMoment_DNA_10_01_256
Cytoplasm_Texture_AngularSecondMoment_DNA_20_00_256,779,Cytoplasm_Texture_AngularSecondMoment_DNA_20_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_20_01_256,779,Cytoplasm_Texture_AngularSecondMoment_DNA_20_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_20_02_256,779,Cytoplasm_Texture_AngularSecondMoment_DNA_20_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_20_03_256,779,Cytoplasm_Texture_AngularSecondMoment_DNA_20_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_5_00_256,751,Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_5_01_256,751,Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_5_02_256,751,Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_DNA_5_03_256,751,Cytoplasm_Texture_AngularSecondMoment_DNA_10_00_256
Cytoplasm_Texture_AngularSecondMoment_Mito_10_00_256,146,Cells_Texture_AngularSecondMoment_Mito_10_01_256
Cytoplasm_Texture_AngularSecondMoment_Mito_10_01_256,146,Cells_Texture_AngularSecondMoment_Mito_10_01_256
Cytoplasm_Texture_AngularSecondMoment_Mito_10_02_256,146,Cells_Texture_AngularSecondMoment_Mito_10_01_256
Cytoplasm_Texture_AngularSecondMoment_Mito_10_03_256,146,Cells_Texture_AngularSecondMoment_Mito_10_01_256
Cytoplasm_Texture_AngularSecondMoment_Mito_20_00_256,146,Cells_Texture_AngularSecondMoment_Mito_10_01_256
Cytoplasm_Texture_AngularSecondMoment_Mito_20_01_256,145,Cells_Texture_AngularSecondMoment_Mito_20_01_256
Cytoplasm_Texture_AngularSecondMoment_Mito_20_02_256,146,Cells_Texture_AngularSecondMoment_Mito_10_01_256
Cytoplasm_Texture_AngularSecondMoment_Mito_20_03_256,146,Cells_Texture_AngularSecondMoment_Mito_10_01_256
Cytoplasm_Texture_AngularSecondMoment_Mito_5_00_256,490,Cells_Texture_AngularSecondMoment_Mito_10_00_256
Cytoplasm_Texture_AngularSecondMoment_Mito_5_01_256,490,Cells_Texture_AngularSecondMoment_Mito_10_00_256
Cytoplasm_Texture_AngularSecondMoment_Mito_5_02_256,490,Cells_Texture_AngularSecondMoment_Mito_10_00_256
Cytoplasm_Texture_AngularSecondMoment_Mito_5_03_256,146,Cells_Texture_AngularSecondMoment_Mito_10_01_256
Cytoplasm_Texture_Contrast_AGP_10_00_256,100,Cells_Intensity_StdIntensity_AGP
Cytoplasm_Texture_Contrast_AGP_10_01_256,100,Cells_Intensity_StdIntensity_AGP
Cytoplasm_Texture_Contrast_AGP_10_02_256,100,Cells_Intensity_StdIntensity_AGP
Cytoplasm_Texture_Contrast_AGP_10_03_256,100,Cells_Intensity_StdIntensity_AGP
Cytoplasm_Texture_Contrast_AGP_20_00_256,102,Cells_Texture_Contrast_AGP_20_00_256
Cytoplasm_Texture_Contrast_AGP_20_01_256,76,Cells_Texture_Contrast_AGP_20_01_256
Cytoplasm_Texture_Contrast_AGP_20_02_256,102,Cells_Texture_Contrast_AGP_20_00_256
Cytoplasm_Texture_Contrast_AGP_20_03_256,74,Cells_Texture_Contrast_AGP_20_03_256
Cytoplasm_Texture_Contrast_AGP_5_00_256,100,Cells_Intensity_StdIntensity_AGP
Cytoplasm_Texture_Contrast_AGP_5_01_256,100,Cells_Intensity_StdIntensity_AGP
Cytoplasm_Texture_Contrast_AGP_5_02_256,101,Cells_Intensity_MADIntensity_AGP
Cytoplasm_Texture_Contrast_AGP_5_03_256,100,Cells_Intensity_StdIntensity_AGP
Cytoplasm_Texture_Contrast_BODIPYRNA_10_00_256,443,Cytoplasm_Texture_Contrast_BODIPYRNA_10_00_256
Cytoplasm_Texture_Contrast_BODIPYRNA_10_01_256,401,Cytoplasm_Texture_Contrast_BODIPYRNA_10_01_256
Cytoplasm_Texture_Contrast_BODIPYRNA_10_02_256,399,Cytoplasm_Texture_Contrast_BODIPYRNA_10_02_256
Cytoplasm_Texture_Contrast_BODIPYRNA_10_03_256,440,Cytoplasm_Texture_Contrast_BODIPYRNA_10_03_256
Cytoplasm_Texture_Contrast_BODIPYRNA_20_00_256,466,Cytoplasm_Texture_Contrast_BODIPYRNA_20_00_256
Cytoplasm_Texture_Contrast_BODIPYRNA_20_01_256,604,Cytoplasm_Texture_Contrast_BODIPYRNA_20_01_256
Cytoplasm_Texture_Contrast_BODIPYRNA_20_02_256,465,Cytoplasm_Texture_Contrast_BODIPYRNA_20_02_256
Cytoplasm_Texture_Contrast_BODIPYRNA_20_03_256,604,Cytoplasm_Texture_Contrast_BODIPYRNA_20_01_256
Cytoplasm_Texture_Contrast_BODIPYRNA_5_00_256,443,Cytoplasm_Texture_Contrast_BODIPYRNA_10_00_256
Cytoplasm_Texture_Contrast_BODIPYRNA_5_01_256,401,Cytoplasm_Texture_Contrast_BODIPYRNA_10_01_256
Cytoplasm_Texture_Contrast_BODIPYRNA_5_02_256,399,Cytoplasm_Texture_Contrast_BODIPYRNA_10_02_256
Cytoplasm_Texture_Contrast_BODIPYRNA_5_03_256,440,Cytoplasm_Texture_Contrast_BODIPYRNA_10_03_256
Cytoplasm_Texture_Contrast_DNA_10_00_256,57,Cells_Texture_Contrast_DNA_10_00_256
Cytoplasm_Texture_Contrast_DNA_10_01_256,57,Cells_Texture_Contrast_DNA_10_00_256
Cytoplasm_Texture_Contrast_DNA_10_02_256,57,Cells_Texture_Contrast_DNA_10_00_256
Cytoplasm_Texture_Contrast_DNA_10_03_256,57,Cells_Texture_Contrast_DNA_10_00_256
Cytoplasm_Texture_Contrast_DNA_20_00_256,56,Cells_Intensity_StdIntensity_DNA
Cytoplasm_Texture_Contrast_DNA_20_01_256,12,Cytoplasm_Texture_Contrast_DNA_20_01_256
Cytoplasm_Texture_Contrast_DNA_20_02_256,56,Cells_Intensity_StdIntensity_DNA
Cytoplasm_Texture_Contrast_DNA_20_03_256,47,Cytoplasm_Texture_Contrast_DNA_20_03_256
Cytoplasm_Texture_Contrast_DNA_5_00_256,57,Cells_Texture_Contrast_DNA_10_00_256
Cytoplasm_Texture_Contrast_DNA_5_01_256,57,Cells_Texture_Contrast_DNA_10_00_256
Cytoplasm_Texture_Contrast_DNA_5_02_256,57,Cells_Texture_Contrast_DNA_10_00_256
Cytoplasm_Texture_Contrast_DNA_5_03_256,57,Cells_Texture_Contrast_DNA_10_00_256
Cytoplasm_Texture_Contrast_Mito_10_00_256,523,Cells_Texture_Contrast_Mito_10_00_256
Cytoplasm_Texture_Contrast_Mito_10_01_256,497,Cells_Texture_Contrast_Mito_10_01_256
Cytoplasm_Texture_Contrast_Mito_10_02_256,498,Cells_Texture_Contrast_Mito_10_02_256
Cytoplasm_Texture_Contrast_Mito_10_03_256,503,Cells_Texture_Contrast_Mito_10_03_256
Cytoplasm_Texture_Contrast_Mito_20_00_256,153,Cells_Intensity_MADIntensity_Mito
Cytoplasm_Texture_Contrast_Mito_20_01_256,154,Cells_Texture_Contrast_Mito_20_01_256
Cytoplasm_Texture_Contrast_Mito_20_02_256,151,Cells_Texture_Contrast_Mito_20_02_256
Cytoplasm_Texture_Contrast_Mito_20_03_256,154,Cells_Texture_Contrast_Mito_20_01_256
Cytoplasm_Texture_Contrast_Mito_5_00_256,523,Cells_Texture_Contrast_Mito_10_00_256
Cytoplasm_Texture_Contrast_Mito_5_01_256,497,Cells_Texture_Contrast_Mito_10_01_256
Cytoplasm_Texture_Contrast_Mito_5_02_256,498,Cells_Texture_Contrast_Mito_10_02_256
Cytoplasm_Texture_Contrast_Mito_5_03_256,503,Cells_Texture_Contrast_Mito_10_03_256
Cytoplasm_Texture_Correlation_AGP_10_00_256,90,Cytoplasm_Texture_Correlation_AGP_10_00_256
Cytoplasm_Texture_Correlation_AGP_10_01_256,716,Cells_Texture_Correlation_AGP_10_01_256
Cytoplasm_Texture_Correlation_AGP_10_02_256,235,Cytoplasm_Texture_Correlation_AGP_10_02_256
Cytoplasm_Texture_Correlation_AGP_10_03_256,67,Cells_Texture_Correlation_AGP_10_03_256
Cytoplasm_Texture_Correlation_AGP_20_00_256,673,Cells_Texture_Correlation_AGP_20_00_256
Cytoplasm_Texture_Correlation_AGP_20_01_256,269,Cells_Texture_Correlation_BODIPYRNA_20_01_256
Cytoplasm_Texture_Correlation_AGP_20_02_256,230,Cells_Texture_Correlation_AGP_20_02_256
Cytoplasm_Texture_Correlation_AGP_20_03_256,63,Cells_Texture_Correlation_BODIPYRNA_20_03_256
Cytoplasm_Texture_Correlation_AGP_5_00_256,157,Cells_Texture_Correlation_AGP_10_00_256
Cytoplasm_Texture_Correlation_AGP_5_01_256,716,Cells_Texture_Correlation_AGP_10_01_256
Cytoplasm_Texture_Correlation_AGP_5_02_256,729,Cells_Texture_Correlation_AGP_5_02_256
Cytoplasm_Texture_Correlation_AGP_5_03_256,61,Cytoplasm_Texture_Correlation_AGP_5_03_256
Cytoplasm_Texture_Correlation_BODIPYRNA_10_00_256,92,Cells_Texture_Correlation_BODIPYRNA_10_00_256
Cytoplasm_Texture_Correlation_BODIPYRNA_10_01_256,271,Cells_Texture_Correlation_BODIPYRNA_10_01_256
Cytoplasm_Texture_Correlation_BODIPYRNA_10_02_256,234,Cells_Texture_Correlation_BODIPYRNA_10_02_256
Cytoplasm_Texture_Correlation_BODIPYRNA_10_03_256,67,Cells_Texture_Correlation_AGP_10_03_256
Cytoplasm_Texture_Correlation_BODIPYRNA_20_00_256,674,Cells_Texture_Correlation_Mito_20_00_256
Cytoplasm_Texture_Correlation_BODIPYRNA_20_01_256,268,Cells_Texture_Correlation_Mito_20_01_256
Cytoplasm_Texture_Correlation_BODIPYRNA_20_02_256,231,Cells_Texture_Correlation_Mito_20_02_256
Cytoplasm_Texture_Correlation_BODIPYRNA_20_03_256,184,Cytoplasm_Texture_Correlation_BODIPYRNA_20_03_256
Cytoplasm_Texture_Correlation_BODIPYRNA_5_00_256,92,Cells_Texture_Correlation_BODIPYRNA_10_00_256
Cytoplasm_Texture_Correlation_BODIPYRNA_5_01_256,271,Cells_Texture_Correlation_BODIPYRNA_10_01_256
Cytoplasm_Texture_Correlation_BODIPYRNA_5_02_256,234,Cells_Texture_Correlation_BODIPYRNA_10_02_256
Cytoplasm_Texture_Correlation_BODIPYRNA_5_03_256,67,Cells_Texture_Correlation_AGP_10_03_256
Cytoplasm_Texture_Correlation_DNA_10_00_256,89,Cytoplasm_Texture_Correlation_DNA_10_00_256
Cytoplasm_Texture_Correlation_DNA_10_01_256,247,Cytoplasm_Texture_Correlation_DNA_10_01_256
Cytoplasm_Texture_Correlation_DNA_10_02_256,235,Cytoplasm_Texture_Correlation_AGP_10_02_256
Cytoplasm_Texture_Correlation_DNA_10_03_256,249,Cytoplasm_Texture_Correlation_DNA_10_03_256
Cytoplasm_Texture_Correlation_DNA_20_00_256,90,Cytoplasm_Texture_Correlation_AGP_10_00_256
Cytoplasm_Texture_Correlation_DNA_20_01_256,271,Cells_Texture_Correlation_BODIPYRNA_10_01_256
Cytoplasm_Texture_Correlation_DNA_20_02_256,235,Cytoplasm_Texture_Correlation_AGP_10_02_256
Cytoplasm_Texture_Correlation_DNA_20_03_256,64,Cytoplasm_Texture_Correlation_DNA_20_03_256
Cytoplasm_Texture_Correlation_DNA_5_00_256,89,Cytoplasm_Texture_Correlation_DNA_10_00_256
Cytoplasm_Texture_Correlation_DNA_5_01_256,247,Cytoplasm_Texture_Correlation_DNA_10_01_256
Cytoplasm_Texture_Correlation_DNA_5_02_256,235,Cytoplasm_Texture_Correlation_AGP_10_02_256
Cytoplasm_Texture_Correlation_DNA_5_03_256,250,Cytoplasm_Texture_Correlation_DNA_5_03_256
Cytoplasm_Texture_Correlation_Mito_10_00_256,92,Cells_Texture_Correlation_BODIPYRNA_10_00_256
Cytoplasm_Texture_Correlation_Mito_10_01_256,271,Cells_Texture_Correlation_BODIPYRNA_10_01_256
Cytoplasm_Texture_Correlation_Mito_10_02_256,234,Cells_Texture_Correlation_BODIPYRNA_10_02_256
Cytoplasm_Texture_Correlation_Mito_10_03_256,67,Cells_Texture_Correlation_AGP_10_03_256
Cytoplasm_Texture_Correlation_Mito_20_00_256,674,Cells_Texture_Correlation_Mito_20_00_256
Cytoplasm_Texture_Correlation_Mito_20_01_256,268,Cells_Texture_Correlation_Mito_20_01_256
Cytoplasm_Texture_Correlation_Mito_20_02_256,231,Cells_Texture_Correlation_Mito_20_02_256
Cytoplasm_Texture_Correlation_Mito_20_03_256,184,Cytoplasm_Texture_Correlation_BODIPYRNA_20_03_256
Cytoplasm_Texture_Correlation_Mito_5_00_256,92,Cells_Texture_Correlation_BODIPYRNA_10_00_256
Cytoplasm_Texture_Correlation_Mito_5_01_256,271,Cells_Texture_Correlation_BODIPYRNA_10_01_256
Cytoplasm_Texture_Correlation_Mito_5_02_256,234,Cells_Texture_Correlation_BODIPYRNA_10_02_256
Cytoplasm_Texture_Correlation_Mito_5_03_256,67,Cells_Texture_Correlation_AGP_10_03_256
Cytoplasm_Texture_DifferenceEntropy_AGP_10_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_DifferenceEntropy_AGP_10_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_DifferenceEntropy_AGP_10_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_DifferenceEntropy_AGP_10_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_DifferenceEntropy_AGP_20_00_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_DifferenceEntropy_AGP_20_01_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_DifferenceEntropy_AGP_20_02_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_DifferenceEntropy_AGP_20_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_DifferenceEntropy_AGP_5_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_DifferenceEntropy_AGP_5_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_DifferenceEntropy_AGP_5_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_DifferenceEntropy_AGP_5_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_00_256,448,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_00_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_01_256,437,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_01_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_02_256,439,Cells_Texture_Contrast_BODIPYRNA_20_02_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_03_256,464,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_03_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_00_256,466,Cytoplasm_Texture_Contrast_BODIPYRNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_01_256,605,Cells_Texture_Variance_BODIPYRNA_20_01_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_02_256,465,Cytoplasm_Texture_Contrast_BODIPYRNA_20_02_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_03_256,603,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_20_03_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_00_256,412,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_00_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_01_256,400,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_01_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_02_256,402,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_02_256
Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_03_256,442,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_03_256
Cytoplasm_Texture_DifferenceEntropy_DNA_10_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_10_01_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_10_02_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_10_03_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_20_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_20_01_256,797,Cytoplasm_Texture_DifferenceEntropy_DNA_20_01_256
Cytoplasm_Texture_DifferenceEntropy_DNA_20_02_256,20,Cells_Texture_InfoMeas2_DNA_10_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_20_03_256,795,Cells_Texture_SumEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_5_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_5_01_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_5_02_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_DNA_5_03_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_DifferenceEntropy_Mito_10_00_256,494,Cells_Texture_DifferenceEntropy_Mito_10_00_256
Cytoplasm_Texture_DifferenceEntropy_Mito_10_01_256,492,Cells_Texture_DifferenceEntropy_Mito_10_01_256
Cytoplasm_Texture_DifferenceEntropy_Mito_10_02_256,499,Cells_Texture_DifferenceEntropy_Mito_10_02_256
Cytoplasm_Texture_DifferenceEntropy_Mito_10_03_256,489,Cells_Texture_DifferenceEntropy_Mito_10_03_256
Cytoplasm_Texture_DifferenceEntropy_Mito_20_00_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cytoplasm_Texture_DifferenceEntropy_Mito_20_01_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cytoplasm_Texture_DifferenceEntropy_Mito_20_02_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cytoplasm_Texture_DifferenceEntropy_Mito_20_03_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
